cst_dim_id,transdate,transdatetime,amount,docno,direction,target
2683930531,2025-03-12 00:00:00.000',2025-03-12 20:08:57.000',1864,1099,6208ba4394c05186d14887ec3c368507,0
455296083,2025-06-17 00:00:00.000',2025-06-17 17:13:10.000',1000,10235,e3938781b3f7e10cb4b8371410945a3c,0
450724681,2025-02-18 00:00:00.000',2025-02-18 15:50:01.000',30000,2459,b1bad967c9a07c387478a24f700412f8,0
451004861,2025-06-02 00:00:00.000',2025-06-02 09:22:18.000',2349,4361,b068ac1bd3e85db9c03a5f75f2f6854d,0
2937708912,2025-08-02 00:00:00.000',2025-08-02 09:22:44.000',9200,6067,53ab4c088c9e9b1a6618738099b22b74,0
452274831,2025-02-05 00:00:00.000',2025-02-05 08:50:55.000',50000,6804,eb73122c4d7478bb4e3189b32630c20c,0
2933375279,2025-05-02 00:00:00.000',2025-05-02 06:55:55.000',4000,6911,0c1de05ea765df1559aabe6d5e076133,0
501247811,2024-12-06 00:00:00.000',2024-12-06 11:04:09.000',70000,10172,e033186a1b0a500fcfb636a1c8857b4a,0
2933493153,2025-02-14 00:00:00.000',2025-02-14 10:42:48.000',2000,10389,d677d4e1a0f625e1ad746ea950c9dca9,0
501247811,2025-05-11 00:00:00.000',2025-05-11 14:13:24.000',90000,1219,46c23bd245fddb9722935e51e4b40b8a,0
2937630576,2025-08-08 00:00:00.000',2025-08-08 13:16:55.000',1000,6543,142fb99b4b6a17e93c69436463fe45bb,0
2937833270,2025-05-15 00:00:00.000',2025-05-15 13:39:07.000',6700,10984,c592c68d54622d482ea81ebd443ffe5d,0
2934812537,2025-01-20 00:00:00.000',2025-01-20 07:51:50.000',1966,12022,62d8843059806fb72fe34d0814cc8850,0
2112334789,2024-12-06 00:00:00.000',2024-12-06 21:42:33.000',13000,5500,d5b85ff949eb8ac79d7dbc91932e892c,0
2685464175,2025-01-08 00:00:00.000',2025-01-08 09:55:07.000',23000,6016,3386a018af13333c5cadbf9541a5b1ae,0
2112688594,2025-08-05 00:00:00.000',2025-08-05 13:46:02.000',500,9053,61df2818aadd21fe4f21d2710c33890e,0
2933493153,2025-03-19 00:00:00.000',2025-03-19 09:46:02.000',76,10565,d677d4e1a0f625e1ad746ea950c9dca9,0
465356982,2025-02-17 00:00:00.000',2025-02-17 18:50:10.000',1000,11065,9030efc541153c7eb82a2280c59cda34,0
2934905461,2025-02-24 00:00:00.000',2025-02-24 18:19:51.000',11000,11211,de4a3dca5a5740eee0728b68d28e1971,0
456088424,2025-04-14 00:00:00.000',2025-04-14 12:26:44.000',18000,3613,0464cf610fd775cef7503005ac1dc8f7,0
2934295459,2025-06-21 00:00:00.000',2025-06-21 08:51:03.000',5000,5515,e1a6e2449e3ceb7a51c502c0b2c8490a,0
2933493153,2025-07-06 00:00:00.000',2025-07-06 14:53:57.000',500,6243,02c8f5199cea2983ec318dc1ecddbe00,0
2938195594,2025-07-31 00:00:00.000',2025-07-31 19:34:06.000',181500,1695,3cfde553d90d5e31a9f955309fc4f151,0
2938383494,2025-04-01 00:00:00.000',2025-04-01 17:21:21.000',13000,3247,0cde6e9f623059374889606042a920f1,0
2934812537,2025-05-23 00:00:00.000',2025-05-23 16:45:49.000',60000,7826,86dbb7bb9ea64526345ceae1d9ba2592,0
453055831,2025-01-25 00:00:00.000',2025-01-25 10:37:58.000',1000,398,1cacea3e517803f0f3ca2a7a7cee33d5,0
2683930531,2025-03-25 00:00:00.000',2025-03-25 00:54:16.000',1350,647,6208ba4394c05186d14887ec3c368507,0
2933493153,2025-04-01 00:00:00.000',2025-04-01 13:18:46.000',10000,9652,356190ae6089aa2c604e435f78e68a68,0
456167524,2025-05-03 00:00:00.000',2025-05-03 17:50:22.000',10000,7,68d6b46306e875bfe51d6b5ab278f88b,0
2937607295,2025-04-01 00:00:00.000',2025-04-01 19:44:41.000',11000,14,bf7d6636faaa189d75afc9e348bfce49,0
2933375279,2025-03-17 00:00:00.000',2025-03-17 16:59:15.000',20000,25,0c1de05ea765df1559aabe6d5e076133,0
2937859498,2024-12-07 00:00:00.000',2024-12-07 01:16:50.000',576,45,1f1ec07ffa06b3258d49beb4fb3d9f63,0
2934079753,2025-04-12 00:00:00.000',2025-04-12 21:49:19.000',10000,5256,0afb567220cdc0a2aa1a11662c259256,0
452910230,2025-06-04 00:00:00.000',2025-06-04 09:06:39.000',20000,5620,0d03921c089363718479d98df30b5aad,0
2094903392,2025-06-04 00:00:00.000',2025-06-04 13:01:40.000',20000,6299,22d0ae50c6c7c2b0d44c836ee8dbf494,0
2938150265,2025-03-14 00:00:00.000',2025-03-14 11:52:59.000',1000,218,65a50ae9ab335767ef8424a233aa4620,0
453670216,2025-04-25 00:00:00.000',2025-04-25 15:09:05.000',203000,1191,e3b38cf1b8f427a21201d1f04a80d62e,0
452139692,2025-04-20 00:00:00.000',2025-04-20 23:11:46.000',100000,5052,2c535cf793c342d6f82325332e48e591,0
2112800905,2025-08-15 00:00:00.000',2025-08-15 12:21:25.000',2000,5723,c3c8daddee7d043dacec933a269a7a34,0
2685248091,2025-07-30 00:00:00.000',2025-07-30 16:54:42.000',96000,6458,3e5405501cdfe6eb9de15d1b69541e23,0
455530389,2025-05-14 00:00:00.000',2025-05-14 15:57:12.000',102434,7516,7290665ccd213227629ecc348b57346f,0
2937833270,2025-01-06 00:00:00.000',2025-01-06 13:58:43.000',35000,8819,6c72f0862be62be89e5f0fccf3eb391f,0
2935588230,2025-06-10 00:00:00.000',2025-06-10 14:43:40.000',1000,4841,f0d722fe560b8d757294b6eb9a17739b,0
2937859498,2025-05-24 00:00:00.000',2025-05-24 11:21:47.000',900,5406,1f1ec07ffa06b3258d49beb4fb3d9f63,0
2937759666,2025-06-17 00:00:00.000',2025-06-17 10:52:54.000',1700,7401,22b84292f0ebce65ad0808342615a03b,0
2095500688,2025-08-05 00:00:00.000',2025-08-05 12:56:58.000',124000,11038,8691de246262e06c8d6c31dbf2c47d8e,0
2938208716,2025-03-27 00:00:00.000',2025-03-27 14:45:27.000',200000,3451,a5c36e3f6a0c7612c7858b77ad70c8fc,0
452718092,2025-01-31 00:00:00.000',2025-01-31 19:25:20.000',10648,7246,f7492eccd201d138a6381c4c09c562e9,0
2938935117,2025-08-08 00:00:00.000',2025-08-08 14:46:37.000',287539,1421,61b2c1f7d0bb984fb788e40648b846b6,0
451013142,2025-07-03 00:00:00.000',2025-07-03 17:10:58.000',50000,2515,576cdebec728dd4ed7e4df49a0ef9d0a,0
497439421,2025-07-23 00:00:00.000',2025-07-23 20:21:03.000',7000,3952,34431a284c906108484434cf8f85a6a2,0
456156194,2025-02-04 00:00:00.000',2025-02-04 18:57:50.000',10000,7703,b749999ad5dd738f976c095995ce37cb,0
2938774348,2025-06-19 00:00:00.000',2025-06-19 12:27:01.000',47000,8389,5f58d24e7a08c46652739eab864f77b0,0
1286648072,2024-12-27 00:00:00.000',2024-12-27 11:38:03.000',7000,9104,71a9bdfa4fd933d2adeceddb449dfa22,0
2095053235,2025-07-22 00:00:00.000',2025-07-22 13:39:27.000',40000,11783,26918a5242f0425ed83663743ba4a00b,1
2937833270,2025-06-04 00:00:00.000',2025-06-04 16:52:57.000',150000,6070,e16e2f720d18a6187bd8cd1f34999adc,0
2937856609,2025-08-27 00:00:00.000',2025-08-27 19:54:27.000',5000,11664,d97536a94a2ad4f25e33a1224128a766,0
454471150,2024-12-10 00:00:00.000',2024-12-10 17:03:05.000',28000,5086,f92bbbc6d64b6312315cced7789a8937,0
2095839711,2025-04-10 00:00:00.000',2025-04-10 17:05:10.000',100000,8284,3cc4014ea29c9c6cf5e7a7449c78793a,0
2095336822,2025-04-10 00:00:00.000',2025-04-10 21:43:14.000',4000,2361,502316602f75b8b950822466b8f9a069,0
2096229005,2025-02-06 00:00:00.000',2025-02-06 18:47:37.000',5000,3955,807e1749a623cc5ca8f7b8abd863118e,0
453308233,2025-04-29 00:00:00.000',2025-04-29 16:28:40.000',17000,11291,a4e6c345e667d16776e66f9deb993213,0
465356982,2024-12-23 00:00:00.000',2024-12-23 08:02:03.000',500,9108,9030efc541153c7eb82a2280c59cda34,0
455296083,2025-05-26 00:00:00.000',2025-05-26 15:06:55.000',30000,11666,e3938781b3f7e10cb4b8371410945a3c,0
456112296,2025-02-11 00:00:00.000',2025-02-11 13:25:18.000',25524.5,2876,9c5f354416da59716ad24f0cfe84fb5d,0
455840377,2025-06-17 00:00:00.000',2025-06-17 22:16:02.000',20000,3341,dd9da14294c3a8db36d59ca2efcc1d35,0
2938150265,2025-03-12 00:00:00.000',2025-03-12 18:26:02.000',1000,8499,65a50ae9ab335767ef8424a233aa4620,0
452966691,2025-05-05 00:00:00.000',2025-05-05 20:02:01.000',13000,1040,c4ea468194fa3162a9e67d10a761d7bb,0
452966691,2025-05-03 00:00:00.000',2025-05-03 12:34:38.000',40000,5138,c4ea468194fa3162a9e67d10a761d7bb,0
2938023904,2025-02-28 00:00:00.000',2025-02-28 15:05:11.000',2000,5453,9da144223d8f6574c72fa67e7490a3fb,0
456173125,2025-06-17 00:00:00.000',2025-06-17 10:20:27.000',15000,7186,713801854d58bed12779369c33b87626,0
452171932,2025-04-10 00:00:00.000',2025-04-10 18:21:02.000',15000,7395,26e0a7154a1c9d2eeff33f2a7fde14b1,0
452951313,2025-07-05 00:00:00.000',2025-07-05 14:49:58.000',30000,1230,284f2dfd6013a7a30a5942eec5fa41a2,0
2938120321,2025-03-21 00:00:00.000',2025-03-21 14:49:14.000',152000,7031,2a76601894959780f41e9af8812a9b5c,0
2937607295,2025-04-19 00:00:00.000',2025-04-19 20:45:57.000',1244,11373,614243e89e6398b611b918cddceebe91,0
452966691,2025-05-15 00:00:00.000',2025-05-15 21:53:36.000',45000,1432,c4ea468194fa3162a9e67d10a761d7bb,0
2937932347,2025-05-25 00:00:00.000',2025-05-25 23:08:28.000',10000,2265,6fd44ed5dccfd0768a1c90712f9c9838,0
451004861,2025-06-13 00:00:00.000',2025-06-13 18:53:25.000',10000,3296,b068ac1bd3e85db9c03a5f75f2f6854d,0
2934704401,2025-04-30 00:00:00.000',2025-04-30 18:01:02.000',15000,5302,54dff19c6731ff0b5589627834cc6284,0
2937833270,2025-05-02 00:00:00.000',2025-05-02 15:34:35.000',20000,6609,c592c68d54622d482ea81ebd443ffe5d,0
452171932,2025-02-06 00:00:00.000',2025-02-06 14:09:48.000',25000,10578,47344e7b172a9693714f42a664759568,0
2935544871,2025-04-01 00:00:00.000',2025-04-01 13:25:53.000',41896,11503,264056829227ea7fbaf46fad95ca6ed6,0
455579485,2025-05-12 00:00:00.000',2025-05-12 15:30:37.000',20000,1046,09e5b4b08c8b9f2b46119ea900a9db3e,0
451851768,2025-04-11 00:00:00.000',2025-04-11 15:17:04.000',70000,7350,786981b9487c1fdc5cd9feb7362be984,0
2933493153,2025-07-23 00:00:00.000',2025-07-23 09:11:43.000',200,2062,d677d4e1a0f625e1ad746ea950c9dca9,0
452966691,2025-05-16 00:00:00.000',2025-05-16 02:39:00.000',38000,5096,c4ea468194fa3162a9e67d10a761d7bb,0
456326660,2025-08-07 00:00:00.000',2025-08-07 15:53:18.000',32000,9217,de9b8efe9fa087d27b1a81429ca856be,0
452171932,2024-12-15 00:00:00.000',2024-12-15 11:02:01.000',40000,9603,47344e7b172a9693714f42a664759568,0
2937762710,2025-04-03 00:00:00.000',2025-04-03 20:57:40.000',20000,10406,750d7b7228fbb420c8347ec27bff63c9,0
2937708912,2025-01-02 00:00:00.000',2025-01-02 22:34:39.000',5000,370,e9775740c162065df7fd33e33bfb86e2,0
453006901,2025-02-25 00:00:00.000',2025-02-25 21:46:14.000',30000,4224,b207695c11108d4b0f80c30275148d90,0
455536283,2025-02-21 00:00:00.000',2025-02-21 20:13:46.000',15000,7513,456df69c93f581a12ac8b6b4f901cc83,0
456088424,2025-04-10 00:00:00.000',2025-04-10 11:21:50.000',350000,272,0464cf610fd775cef7503005ac1dc8f7,0
2937762710,2025-03-31 00:00:00.000',2025-03-31 12:21:21.000',15000,576,3d120a22e38280f1b4ca3431453804b2,0
456591642,2025-01-29 00:00:00.000',2025-01-29 15:18:21.000',43000,6192,59fb538d5c6a9b5853b5787a29c02102,0
2933725046,2025-05-13 00:00:00.000',2025-05-13 17:37:14.000',3000,7037,639bd8a0613721b132d1778ea861238c,0
456649741,2025-05-08 00:00:00.000',2025-05-08 19:03:42.000',239000,4,0a8392672afd74eac67ce8c3de84850c,0
498811236,2025-04-10 00:00:00.000',2025-04-10 14:06:16.000',140000,12,5b8673bac61c2f1050867aeed437a5bf,0
456175450,2025-06-19 00:00:00.000',2025-06-19 21:26:36.000',20000,17,8af822d1743890a91682fc1283abac85,0
2933375279,2024-12-21 00:00:00.000',2024-12-21 17:43:42.000',5000,78,0c1de05ea765df1559aabe6d5e076133,0
2937668970,2024-12-25 00:00:00.000',2024-12-25 13:24:15.000',24500,172,7fc3568e388a9b8fad9ff224b240b471,0
465356982,2025-04-30 00:00:00.000',2025-04-30 18:13:42.000',2000,282,9030efc541153c7eb82a2280c59cda34,0
450724681,2025-08-09 00:00:00.000',2025-08-09 09:42:26.000',40000,431,b1bad967c9a07c387478a24f700412f8,0
455912976,2025-03-29 00:00:00.000',2025-03-29 13:55:33.000',503420,5722,674f115fe46fae16c53be56f47851cee,0
2938167961,2025-01-06 00:00:00.000',2025-01-06 16:01:42.000',376,8193,70013924a3d35b1a300fb4cf4b114013,0
2937630576,2025-05-03 00:00:00.000',2025-05-03 22:01:54.000',1000,543,142fb99b4b6a17e93c69436463fe45bb,0
453720887,2024-12-26 00:00:00.000',2024-12-26 08:39:24.000',2000,567,bee9a10bc22c161b1c24ffee7fe89c0e,0
2112334789,2024-12-13 00:00:00.000',2024-12-13 20:00:41.000',200000,1906,e66f065f440e373f227cad37cfa8dafc,0
452139692,2025-06-20 00:00:00.000',2025-06-20 15:38:49.000',35244,8301,2c535cf793c342d6f82325332e48e591,0
2095314234,2024-12-29 00:00:00.000',2024-12-29 17:30:26.000',5000,8355,5eb09003e1a1831ed3bf03315edaae0e,0
2685329878,2025-04-15 00:00:00.000',2025-04-15 19:33:13.000',15000,849,305954fb3eb7e15ada96d2c56b17213f,0
2937939312,2025-03-10 00:00:00.000',2025-03-10 11:57:08.000',120000,4850,56f40729d51a181b4a17fa03935b8ebb,0
456088424,2025-06-10 00:00:00.000',2025-06-10 10:33:07.000',253000,6195,f17d6300fb05c9772d4943dc6f0b09d6,0
453055831,2025-06-16 00:00:00.000',2025-06-16 15:17:04.000',20000,7884,c759542130fdd1be9959b0d256487f47,0
454304966,2024-12-15 00:00:00.000',2024-12-15 19:35:12.000',10000,1598,6e5de7c73cc79fd90dfef27cf2fe3402,0
453660874,2025-02-28 00:00:00.000',2025-02-28 13:53:05.000',50000,4594,8ac59ed95a57e7e893b3bd1bf44044c9,0
452718092,2025-03-09 00:00:00.000',2025-03-09 09:51:27.000',5000,6883,f7492eccd201d138a6381c4c09c562e9,0
2934295459,2025-03-14 00:00:00.000',2025-03-14 17:27:15.000',1500,3489,e1a6e2449e3ceb7a51c502c0b2c8490a,0
456088424,2025-02-04 00:00:00.000',2025-02-04 10:43:49.000',254000,10691,f17d6300fb05c9772d4943dc6f0b09d6,0
455579485,2025-06-11 00:00:00.000',2025-06-11 18:37:55.000',50000,11762,09e5b4b08c8b9f2b46119ea900a9db3e,0
452274831,2025-02-05 00:00:00.000',2025-02-05 11:31:22.000',80000,12032,eb73122c4d7478bb4e3189b32630c20c,0
2937859498,2024-12-23 00:00:00.000',2024-12-23 16:31:54.000',13000,995,1f1ec07ffa06b3258d49beb4fb3d9f63,0
2937654982,2025-01-15 00:00:00.000',2025-01-15 23:55:47.000',10000,4519,4c8851ae5c8d1ffa37f74745700414eb,0
2938218494,2025-06-19 00:00:00.000',2025-06-19 15:49:12.000',44500,4673,615fe53ea2d590eb8a33374f15110e9a,1
2938000220,2025-03-01 00:00:00.000',2025-03-01 12:47:07.000',168000,4982,b158990187a7984552bcfe2087529758,0
2937649420,2025-01-02 00:00:00.000',2025-01-02 04:45:05.000',6000,11990,d81e3bd095e0581d0b03618ea8ed5654,0
2933375279,2024-12-10 00:00:00.000',2024-12-10 22:16:56.000',10000,7179,0c1de05ea765df1559aabe6d5e076133,0
497566784,2025-06-06 00:00:00.000',2025-06-06 11:56:24.000',5000,8700,4e2937106cfbc9ebe27a335e05da57ad,0
2685838029,2025-08-18 00:00:00.000',2025-08-18 22:45:50.000',5000,10088,e08a6a4db528821b45f760caa53453e8,0
2937759666,2025-04-01 00:00:00.000',2025-04-01 12:35:15.000',25000,1473,22b84292f0ebce65ad0808342615a03b,0
452501700,2025-08-12 00:00:00.000',2025-08-12 13:12:49.000',2000,7285,672cb84be96d43307f178ec625be2345,0
456418779,2025-04-15 00:00:00.000',2025-04-15 12:15:07.000',9050,8598,cc0364e3ba50acd7b64a149815f9eac6,0
2938282460,2025-08-20 00:00:00.000',2025-08-20 16:13:25.000',301000,9251,8cfe18d7e0cff4060f90649295efdaf6,0
2112800905,2025-05-07 00:00:00.000',2025-05-07 09:31:44.000',50000,9869,c3c8daddee7d043dacec933a269a7a34,0
452195675,2024-12-13 00:00:00.000',2024-12-13 14:58:53.000',70000,868,7aaa305240632ea084f080b4cb23770a,0
2094722364,2025-02-10 00:00:00.000',2025-02-10 12:50:08.000',1000,3857,bff42a88483770721315d6987394864c,0
456311041,2025-06-25 00:00:00.000',2025-06-25 18:19:54.000',8990,4004,f4f69bca4c431e5ddaddef528632c24e,0
450724681,2025-04-02 00:00:00.000',2025-04-02 19:58:19.000',20000,10987,b1bad967c9a07c387478a24f700412f8,0
454966600,2025-02-24 00:00:00.000',2025-02-24 08:42:35.000',2500,12035,bda70a6b95599e421521efe1e6ebbe21,0
456167524,2025-04-03 00:00:00.000',2025-04-03 13:09:45.000',15000,12088,68d6b46306e875bfe51d6b5ab278f88b,0
456575558,2024-12-13 00:00:00.000',2024-12-13 21:02:17.000',8000,1890,881634846ca132371fed390271a7b096,0
2095336822,2025-07-19 00:00:00.000',2025-07-19 14:44:06.000',6500,4058,6a54a18e6601a3b624f39ae10a9e6c8d,0
453423845,2025-03-02 00:00:00.000',2025-03-02 14:24:09.000',28000,10780,8b951674204f84020ebcd8d99b6cb29c,0
483362542,2025-06-11 00:00:00.000',2025-06-11 02:33:45.000',30000,8075,8f3cea0cb2f0a7421ee6191c988547f1,0
452171932,2025-05-08 00:00:00.000',2025-05-08 15:43:51.000',1500,11802,47344e7b172a9693714f42a664759568,0
501247811,2025-01-02 00:00:00.000',2025-01-02 17:52:49.000',50000,11929,e033186a1b0a500fcfb636a1c8857b4a,0
2938890568,2025-08-19 00:00:00.000',2025-08-19 18:52:59.000',4000,12125,8bcf802f0d91d3a42410caa482d6cebf,0
456112296,2025-01-10 00:00:00.000',2025-01-10 15:16:33.000',60000,11465,92b3d49e784e7b0f93e6a0f9c55c2584,0
455840377,2025-01-16 00:00:00.000',2025-01-16 18:36:51.000',110000,12481,dd9da14294c3a8db36d59ca2efcc1d35,0
2937996612,2025-05-07 00:00:00.000',2025-05-07 09:03:13.000',183000,2572,7cb36fbe6484e90d779fac7f87907593,0
2685175517,2025-05-15 00:00:00.000',2025-05-15 13:00:39.000',99000,11255,6cb9048bdc967ec6b2c8210500c87ec9,0
2095314234,2025-03-24 00:00:00.000',2025-03-24 14:39:55.000',5000,11993,5eb09003e1a1831ed3bf03315edaae0e,0
452718092,2025-07-18 00:00:00.000',2025-07-18 12:23:28.000',2000,12015,f7492eccd201d138a6381c4c09c562e9,0
2937762710,2025-03-13 00:00:00.000',2025-03-13 13:22:11.000',25000,12887,db729c1f651ff5106b9e2ad2647bd5a4,0
2937698824,2025-05-13 00:00:00.000',2025-05-13 19:52:46.000',74000,1192,219643bbebae259e61057dbb1ddf8658,0
456167524,2025-05-14 00:00:00.000',2025-05-14 09:57:07.000',5000,1239,a105a22201f974b2e13e818b71b5eef4,0
452171932,2025-06-09 00:00:00.000',2025-06-09 14:07:35.000',15000,4435,47344e7b172a9693714f42a664759568,0
2933493153,2025-04-26 00:00:00.000',2025-04-26 09:25:45.000',1000,7936,d677d4e1a0f625e1ad746ea950c9dca9,0
456011212,2025-01-22 00:00:00.000',2025-01-22 15:55:09.000',800,4902,19bc3ce691a4d422532df64e3a8bd395,0
452718092,2025-06-13 00:00:00.000',2025-06-13 20:32:25.000',5000,5469,f7492eccd201d138a6381c4c09c562e9,0
465356982,2025-05-07 00:00:00.000',2025-05-07 19:45:35.000',5000,7569,9030efc541153c7eb82a2280c59cda34,0
498150051,2025-01-13 00:00:00.000',2025-01-13 14:44:05.000',3000,11226,60fcb1228a510afad6bd2932a25eb95b,0
2938023904,2025-07-21 00:00:00.000',2025-07-21 20:39:59.000',2500,11505,0012760d8661910c6291ba66aa0bec93,0
2112056730,2025-01-07 00:00:00.000',2025-01-07 15:51:11.000',156000,744,469c59cdb10b7b007c5f68fd1e9fc53b,0
2937764287,2025-06-22 00:00:00.000',2025-06-22 13:34:33.000',1600,1391,ef8fbc05a5c7b7f022d47b72654a9e1a,0
2933375279,2025-06-21 00:00:00.000',2025-06-21 12:44:20.000',5000,1753,0c1de05ea765df1559aabe6d5e076133,0
456065880,2025-03-10 00:00:00.000',2025-03-10 17:24:03.000',60000,4180,743464acdf1b92dff34e05a47db5aa36,0
2934704401,2025-01-01 00:00:00.000',2025-01-01 15:40:10.000',10000,4747,54dff19c6731ff0b5589627834cc6284,0
2937833270,2025-05-15 00:00:00.000',2025-05-15 18:51:02.000',990000,5522,c37ce90d61970ab39772584ae315149d,0
455975954,2025-06-29 00:00:00.000',2025-06-29 02:54:26.000',1500,7938,36bcd115b5be589cc51736fe0e84f618,0
455536283,2025-02-22 00:00:00.000',2025-02-22 11:29:26.000',19500,9023,456df69c93f581a12ac8b6b4f901cc83,0
455852784,2025-07-31 00:00:00.000',2025-07-31 13:02:18.000',22500,9172,7a90e1820e0ebd04e10c7d91e5566ee9,1
454086659,2024-12-06 00:00:00.000',2024-12-06 10:23:29.000',120000,9654,2934f2bd5181c6ae89bb8ecc90888bed,0
2937649420,2025-03-12 00:00:00.000',2025-03-12 16:12:58.000',800,7596,d81e3bd095e0581d0b03618ea8ed5654,0
2937939312,2025-02-10 00:00:00.000',2025-02-10 18:56:51.000',113000,11660,56f40729d51a181b4a17fa03935b8ebb,0
455912976,2025-02-25 00:00:00.000',2025-02-25 10:47:24.000',797080.65,2565,674f115fe46fae16c53be56f47851cee,0
452718092,2025-04-11 00:00:00.000',2025-04-11 10:10:40.000',3000,2722,f7492eccd201d138a6381c4c09c562e9,0
2933493153,2025-04-03 00:00:00.000',2025-04-03 17:26:44.000',8000,3335,d677d4e1a0f625e1ad746ea950c9dca9,0
2935588230,2025-07-14 00:00:00.000',2025-07-14 07:33:30.000',13000,3649,f0d722fe560b8d757294b6eb9a17739b,0
451004861,2025-04-02 00:00:00.000',2025-04-02 14:04:51.000',10000,6068,b068ac1bd3e85db9c03a5f75f2f6854d,0
453423845,2025-04-09 00:00:00.000',2025-04-09 13:55:19.000',210000,6386,8b951674204f84020ebcd8d99b6cb29c,0
452966691,2025-02-23 00:00:00.000',2025-02-23 08:55:49.000',35000,11683,c4ea468194fa3162a9e67d10a761d7bb,0
2933375279,2025-05-02 00:00:00.000',2025-05-02 13:25:53.000',6000,5394,0c1de05ea765df1559aabe6d5e076133,0
