transid,transdate,cst_dim_id,monthly_os_changes,monthly_phone_model_changes,last_phone_model_categorical,last_os_categorical,logins_last_7_days,logins_last_30_days,login_frequency_7d,login_frequency_30d,freq_change_7d_vs_mean,logins_7d_over_30d_ratio,avg_login_interval_30d,std_login_interval_30d,var_login_interval_30d,ewm_login_interval_7d,burstiness_login_interval,fano_factor_login_interval,zscore_avg_login_interval_7d
1982caee-8aec-4257-bcc5-0fb73efe3a55,2025-08-04 00:00:00.000',2096229005,1,1,Samsung_sm-s918b,Android/14,6,77,0.8571428571,2.566666667,-0.6660482375,0.07792207792,27713.07692,61067.3716,3729223874,36745.56873,0.3756941447,134565.4935,1.36228105
773abfbc-0399-4e41-a50c-f9d730a8a89b,2025-08-20 00:00:00.000',2684371840,1,1,"iPhone15,4",iOS/18.5,12,32,1.714285714,1.066666667,0.6071428571,0.375,84067.05882,169078.9766,28587700312,20254.98854,0.3358216438,340058.2905,-0.1907326249
b876d72f-c0a8-4604-a66e-4271b95545b7,2025-03-05 00:00:00.000',452718092,1,1,Xiaomi_poco_f2_pro,Android/12,18,83,2.571428571,2.766666667,-0.07056798623,0.2168674699,29538.5567,36110.21707,1303947777,6498.335429,0.1001033225,44143.92315,0.0392662798
13b3d2f3-103a-4e01-8027-5e9455010def,2025-05-19 00:00:00.000',454726005,1,1,Huawei_vog-l29,Android/10,0,21,0,0.7,-1,0,88407,126775.5463,16072039127,-1,0.1783069627,181796.0018,-1
77983deb-3917-4dae-b9b5-4757db8482a4,2025-03-05 00:00:00.000',450912073,2,2,Xiaomi M2006C3LG,Android/11,46,73,6.571428571,2.433333333,1.700587084,0.6301369863,35968.83117,59375.10292,3525402847,7918.558835,0.2454930351,98012.71636,-0.4006757602
f050b221-5070-4e04-b90f-526ebb9f8664,2025-08-04 00:00:00.000',2934295459,1,1,"iPhone17,1",iOS/26.0,4,4,0.5714285714,0.1333333333,3.285714286,1,15760,12822.2307,164409600,7243.165468,-0.102783066,10432.08122,0
7a963096-f6cf-4861-b174-8b45ee7afd73,2025-03-05 00:00:00.000',2938439602,1,1,implyForteApp 1.0 Samsung_sm-a125,Android/5.10.0,0,1,0,0.03333333333,-1,0,326175,650470.1298,"4,23E+11",-1,0.3320501172,1297191.353,-1
fcfa061e-9c46-4210-87dc-c5b4a9a97c90,2025-08-04 00:00:00.000',452195675,2,2,Samsung_sm-s928b,Android/15,0,27,0,0.9,-1,0,61005.45455,66070.39433,4365297007,-1,0.03985761125,71555.84758,-1
f7581a4c-0897-4f05-9a6a-366390bc3062,2025-02-12 00:00:00.000',2095336822,2,2,"iPhone13,1",iOS/18.1.1,14,20,2,0.6666666667,2,0.7,130715.4545,324139.3942,105066346855,13021.17155,0.4252432181,803779.0728,-0.3147460945
64ea54ab-be88-49fd-aefd-66a4c8afbe1f,2025-03-05 00:00:00.000',2112686417,2,2,Oppo_cph2531,Android/15,5,15,0.7142857143,0.5,0.4285714286,0.3333333333,150083.3333,200165.509,40066230976,87515.99153,0.1429902674,266959.8955,-0.3906184124
82f341d8-7c9d-4e18-8f94-40d48e080f2f,2025-05-19 00:00:00.000',451004861,1,1,Oppo_cph2481,Android/14,8,38,1.142857143,1.266666667,-0.0977443609,0.2105263158,72930,87518.31076,7659454719,46469.00503,0.09092218356,105024.7459,0.01131191852
0db5b5b1-ce0f-4597-829f-f8221e00d1dd,2025-03-05 00:00:00.000',2938055402,2,2,"iPhone13,2",iOS/16.1,4,8,0.5714285714,0.2666666667,1.142857143,0.5,358851.4286,551513.7722,304167440914,43808.20144,0.2116319291,847613.8499,-0.3707458252
88c1a424-6d3f-4365-8f90-a72084175f27,2025-08-20 00:00:00.000',2112056958,1,1,Xiaomi 2303CRA44A,Android/15,7,9,1,0.3,2.333333333,0.7777777778,117120,152965.1221,23398328571,97535.63442,0.1327178698,199780.8109,-0.3057559747
3a4203a8-349b-4ede-ab9c-47dc32efa955,2025-06-26 00:00:00.000',453006901,2,2,Samsung_sm-f721b,Android/14,12,55,1.714285714,1.833333333,-0.06493506494,0.2181818182,51653.45455,83001.8696,6889310356,5888.377185,0.2328048687,133375.5974,-0.04920809201
283bebad-ab82-4b92-86ad-d0db9066e146,2025-08-04 00:00:00.000',2939130556,2,2,"iPhone15,4",iOS/18.5,0,8,0,0.2666666667,-1,0,37474.28571,94536.75385,8937197829,-1,0.4322552744,238488.8106,-1
6f003902-71b7-4ed6-8834-3480b4b7e1c0,2025-03-05 00:00:00.000',452262441,1,2,Xiaomi 2203129G,Android/14,1,19,0.1428571429,0.6333333333,-0.7744360902,0.05263157895,93770.4,89552.81852,8019707304,-1,-0.02300625921,85524.93435,-1
09df6afe-363c-4570-a4e6-0a45efbf5add,2025-08-20 00:00:00.000',2095445364,2,1,"iPhone13,4",iOS/18.6,9,14,1.285714286,0.4666666667,1.755102041,0.6428571429,121398.4615,118423.9285,14024226831,81245.32828,-0.01240306663,115522.2781,-0.5373995135
7a2f54d8-320a-4129-b911-9d4ca80d24f4,2025-08-04 00:00:00.000',453145885,1,1,Vivo_v2111,Android/12,8,24,1.142857143,0.8,0.4285714286,0.3333333333,100005,111440.2987,12418940167,18792.72194,0.05408159338,124183.1925,-0.3393681295
220093d2-9a17-45dd-9b7b-bcbc45f0127c,2025-03-05 00:00:00.000',2684034681,2,2,Xiaomi M2101K9G,Android/13,24,52,3.428571429,1.733333333,0.978021978,0.4615384615,50326.90909,69844.45928,4878248492,6295.437915,0.1624143126,96931.21593,-0.3920630371
b1746aa0-6000-4a64-83e4-d7598fc7015f,2025-06-26 00:00:00.000',2112406217,1,1,"iPhone14,5",iOS/18.5,1,3,0.1428571429,0.1,0.4285714286,0.3333333333,687560,723754.0566,"5,24E+11",-1,0.02564564308,761853.4156,-1
9a5b6a1c-3963-484e-ab56-beadd4acd9fe,2025-08-04 00:00:00.000',456326660,1,1,"iPhone14,5",iOS/16.6.1,14,73,2,2.433333333,-0.1780821918,0.1917808219,35776.15385,47722.77836,2277463575,125715.5838,0.1430751771,63658.70363,-0.01445850438
69d61018-43fe-4b52-a169-7913a2e4282c,2025-02-12 00:00:00.000',450684874,1,1,Samsung SM-A135F,Android/14,1,1,0.1428571429,0.03333333333,3.285714286,1,395545.7143,984645.9592,969527665029,-1,0.4268249521,2451114.069,-1
91d5f5c7-5d46-4220-afe1-695dd52aa800,2025-05-19 00:00:00.000',452171932,3,2,"iPhone14,7",iOS/18.4.1,20,95,2.857142857,3.166666667,-0.0977443609,0.2105263158,25735.63636,40571.61392,1646055856,62108.6715,0.2237459326,63960.17696,0.05723850123
0b97d776-19ce-4e87-92b6-628d81a5ec94,2025-05-19 00:00:00.000',2933493153,1,1,Xiaomi M2006C3MG,Android/10,15,88,2.142857143,2.933333333,-0.2694805195,0.1704545455,26992.14953,26916.72325,724509990.6,16043.8882,-0.001399144091,26841.50774,0.5126656358
41c02f21-0cfa-477f-9bef-13390e710f8a,2025-05-19 00:00:00.000',453173126,1,1,Xiaomi_2209116ag,Android/13,9,52,1.285714286,1.733333333,-0.2582417582,0.1730769231,42042.35294,48587.04019,2360700474,49714.49934,0.07221373797,56150.53177,0.002987361614
4dfde40c-9746-420d-b98e-e37ff41c4f21,2025-03-05 00:00:00.000',2937668970,2,2,Samsung SM-S921B,Android/14,15,53,2.142857143,1.766666667,0.2129380054,0.2830188679,46571.80328,77013.81862,5931128258,124508.7669,0.2463232767,127354.4901,-0.2109503111
ac19b680-bb05-4f1d-9938-42f345f24460,2025-08-20 00:00:00.000',2937859498,1,1,"iPhone15,4",iOS/17.5.1,5,26,0.7142857143,0.8666666667,-0.1758241758,0.1923076923,94588.8,196380.2506,38565202836,15172.67466,0.3498360063,407714.2625,0.005047350723
2b1733ff-4e2f-42b9-b51d-0be671b0a018,2025-06-26 00:00:00.000',2937764287,1,1,TECNO KL4,Android/14,27,77,3.857142857,2.566666667,0.5027829314,0.3506493506,31784.83516,73286.16709,5370862287,4308.434492,0.3949836876,168975.6219,-0.1400126302
b3cf0bce-add0-47ac-b050-2e1f8aeeaf8e,2025-03-05 00:00:00.000',453145885,1,1,Vivo V2111,Android/12,4,28,0.5714285714,0.9333333333,-0.387755102,0.1428571429,94654.28571,80409.03835,6465613448,114600,-0.08137196895,68307.6672,0.5597096447
4f0c75c4-30de-465a-95fe-965a67fe6b76,2025-02-12 00:00:00.000',455536283,2,2,"iPhone15,4",iOS/17.5.1,3,37,0.4285714286,1.233333333,-0.6525096525,0.08108108108,65428.33333,106193.0695,11276968009,42387.69231,0.2375271119,172356.0334,-0.1098784825
522167d9-3e61-4e87-ba45-32afe15b3f2e,2025-08-04 00:00:00.000',2938139457,1,1,Samsung SM-A556E,Android/14,1,2,0.1428571429,0.06666666667,1.142857143,0.5,613140,-1,-1,-1,-1,-1,-1
c38b9875-31a8-47d2-8d10-af872e489447,2025-08-20 00:00:00.000',456640032,1,1,Samsung SM-G973F,Android/12,3,20,0.4285714286,0.6666666667,-0.3571428571,0.15,124800,172680.0052,29818384200,5104.615385,0.1609520115,238929.3606,-0.6777275681
abbb7eb9-50b9-4b9d-b3bf-29cc111aa3f5,2025-05-01 00:00:00.000',2937607295,1,1,Xiaomi Redmi Note 8 Pro,Android/11,44,215,6.285714286,7.166666667,-0.122923588,0.2046511628,11768.53659,20577.26418,423423801.1,23591.36262,0.2723298662,35979.30788,0.05810536574
8e622b78-6504-4141-94cc-34b78a2251f4,2025-07-31 00:00:00.000',2937708912,1,1,Xiaomi 2303CRA44A,Android/13,4,12,0.5714285714,0.4,0.4285714286,0.3333333333,130505.4545,299911.0107,89946614369,7768.489209,0.3935852131,689217.2797,-0.4225435213
8728bbf5-179b-43bf-82e3-59f746e9359a,2025-07-09 00:00:00.000',2937833270,2,1,"iPhone16,1",iOS/18.5,24,96,3.428571429,3.02,0.07142857143,0.25,25797.77778,41745.01336,1742646141,63573.0778,0.2361056645,67550.24234,-0.2210406046
d8da95f2-9afc-45ab-a32f-93d035b65379,2025-05-20 00:00:00.000',452951313,1,1,"iPhone10,5",iOS/16.7.11,17,60,2.428571429,2,0.2142857143,0.2833333333,45948.3871,64641.19415,4178483981,119284.4612,0.1690286448,90938.64323,-0.1972370292
288ba933-251c-495f-b1be-3b008ec4ce70,2025-03-21 00:00:00.000',456326660,1,1,"iPhone14,5",iOS/16.6.1,23,50,3.285714286,1.666666667,0.9714285714,0.46,50371.57895,80313.14667,6450201528,5184.885018,0.2291129861,128052.399,-0.317357041
a1dbfcd7-2774-46b1-a779-897994ca7975,2025-05-20 00:00:00.000',456640032,1,1,Samsung SM-G973F,Android/11,1,14,0.1428571429,0.4666666667,-0.693877551,0.07142857143,167785.7143,172538.2741,29769456026,-1,0.01396480991,177425.451,-1
39cbdad5-d777-4c66-a764-d031b7034318,2025-03-21 00:00:00.000',450912073,1,1,Xiaomi M2006C3LG,Android/11,12,76,1.714285714,2.533333333,-0.3233082707,0.1578947368,35372.36842,61533.27173,3786343530,6561.505261,0.2699626489,107042.4091,0.2443082531
35cd7dfa-9b36-46e7-898a-35f7b59fb741,2025-07-02 00:00:00.000',453055831,1,2,Xiaomi M2102J20SG,Android/13,9,69,1.285714286,2.03,-0.4409937888,0.1304347826,37293.50649,49388.00104,2439174647,35747.74709,0.1395279673,65404.8084,0.4263483653
dda095d6-ebf5-4328-9a2b-22736a3bb3c1,2025-05-01 00:00:00.000',453145885,1,2,Vivo_v2111,Android/12,4,40,0.5714285714,1.333333333,-0.5714285714,0.1,70324.5,76497.77238,5851909179,143672.8058,0.04204588501,83212.95109,1.49357944
c49bafc0-8a80-4480-afc2-c586443b3fca,2025-05-01 00:00:00.000',2685838029,1,1,"iPhone16,1",iOS/17.5.1,3,10,0.4285714286,0.3333333333,0.2857142857,0.3,203622.8571,590464.8334,348648719499,111581.5385,0.4871527174,1712227.814,-0.1234330192
ac573bb1-442b-43d9-92e9-5dfa7dc07394,2025-07-02 00:00:00.000',497566784,1,1,Honor_lly-lx1,Android/14,10,52,1.428571429,1.733333333,-0.1758241758,0.1923076923,49460.35714,64128.75293,4112496953,7592.679574,0.1291355816,83147.33638,0.1694452025
b689f1b8-0ea0-4626-a5c8-d663073fa0e2,2025-07-02 00:00:00.000',2938118136,1,1,Samsung SM-A155F,Android/14,0,5,0,0.1666666667,-1,0,297240,395007.204,"1,56E+11",-1,0.1412316343,524931.6754,-1
2ce8d00e-800e-40c3-9785-7f9423c5d715,2025-01-19 00:00:00.000',2933375279,1,1,"iPhone14,4",iOS/18.1.1,16,47,2.285714286,1.566666667,0.4589665653,0.3404255319,50242.10526,67913.49884,4612243324,66649.26471,0.1495603506,91800.35948,-0.2270845344
df8c23f9-4dde-4ff5-8979-1557e34aaee9,2025-07-31 00:00:00.000',455896453,1,1,"iPhone15,3",iOS/18.5,3,35,0.4285714286,1.166666667,-0.6326530612,0.08571428571,64475.71429,93566.48937,8754687932,108687.6923,0.1840696625,135782.7211,0.7309698822
5987c421-59be-4a60-b49d-c94313ef06d1,2025-07-31 00:00:00.000',452951313,1,1,"iPhone10,5",iOS/16.7.11,0,28,0,0.9333333333,-1,0,63690,52213.56616,2726256491,-1,-0.09901709001,42805.09485,-1
4eabd58f-662f-43aa-ade0-f5c9145d33ba,2025-07-02 00:00:00.000',455975954,1,1,"iPhone14,3",iOS/18.3,12,29,1.714285714,0.9666666667,0.7733990148,0.4137931034,81444,186710.2554,34860719478,56910.01644,0.3925585863,428032.9979,-0.1896979112
ed780b1c-532a-45ff-9670-ac4743594ef8,2025-03-21 00:00:00.000',1286648072,1,1,"iPhone14,5",iOS/18.0,5,17,0.7142857143,0.5666666667,0.2605042017,0.2941176471,157164.7059,314329.5773,98803083176,26402.83698,0.3333335674,628659.4857,-0.3834660006
33517d29-6538-493b-b802-2f318f780c36,2025-03-21 00:00:00.000',2112800905,1,2,Xiaomi_2312crad3c,Android/14,15,67,2.142857143,2.233333333,-0.04051172708,0.223880597,41225.21739,58979.1578,3478541055,6904.684778,0.1771772976,84378.96207,-0.1599512298
ce99595d-8ea4-4486-bcfe-d3809490390a,2025-01-19 00:00:00.000',2933083574,1,1,Xiaomi 2209116AG,Android/11,11,79,1.571428571,2.633333333,-0.4032549729,0.1392405063,33232.85714,68725.74331,4723227794,29932.9084,0.3481107627,142125.2399,0.1840524707
bb137337-385b-4a32-b8fb-5401b901802c,2025-07-02 00:00:00.000',456000634,1,1,Samsung SM-A536E,Android/14,3,11,0.4285714286,0.3666666667,0.1688311688,0.2727272727,234343.6364,173890.3539,30237855185,39618.46154,-0.1480848824,129032.1156,-0.8870166337
3a5dd31b-c9c1-46fd-ba7a-22c763bcdaaf,2025-05-20 00:00:00.000',456591642,2,1,"iPhone16,1",iOS/18.4.1,21,77,3,2.566666667,0.1688311688,0.2727272727,32768.04878,43836.02046,1921596690,9829.215333,0.1444828165,58642.38981,-0.1307611576
88f0cc65-5f62-41bb-8799-752ad533d990,2025-05-01 00:00:00.000',2096229005,1,2,Samsung_sm-s918b,Android/14,8,62,1.142857143,2.066666667,-0.4470046083,0.1290322581,44016,67237.50862,4520882565,4225.490545,0.2087260789,102709.9819,0.5362822992
98b5a38a-e151-4b74-80e2-4d2dca2d621b,2025-07-09 00:00:00.000',452910230,1,1,"iPhone14,2",iOS/18.1,17,61,2.428571429,2.033333333,0.1943793911,0.2786885246,37872,47476.29449,2253998538,10411.83553,0.1125305965,59516.22672,-0.07134086677
111c2e1d-e9e5-4920-8f1f-fb9e87f04255,2025-07-09 00:00:00.000',2112800905,1,1,Xiaomi_2312crad3c,Android/14,7,19,1,0.6333333333,0.5789473684,0.3684210526,110155.3846,178724.6216,31942490378,1846.891484,0.2373623495,289976.6588,-0.2891900631
b4deed8c-62cb-4838-ba17-4d217d026c92,2025-03-21 00:00:00.000',450811993,2,1,"iPhone14,7",iOS/18.3.1,1,9,0.1428571429,0.3,-0.5238095238,0.1111111111,237258,351797.0165,"1,24E+11",-1,0.194445363,521631.055,-1
b7e0a3a5-9ed3-44e0-a0d8-675e01b01dbc,2025-05-01 00:00:00.000',2684034681,2,2,Xiaomi 2201117TG,Android/11,8,29,1.142857143,0.9666666667,0.1822660099,0.275862069,69680.4878,159638.7881,25484542670,129587.8333,0.3922840762,365734.2747,-0.0991375735
22c0cb63-4ff9-4bb5-ac07-6c231b1aed25,2025-05-01 00:00:00.000',453720887,2,2,Samsung_sm-s921b,Android/14,8,43,1.142857143,1.433333333,-0.2026578073,0.1860465116,50874.44444,47077.54461,2216295206,84663.98613,-0.03876286611,43564.01786,0.2044010259
bb6a6951-f72d-4474-afdb-45080941be57,2025-07-31 00:00:00.000',2939186841,1,1,"iPhone16,2",iOS/18.5,18,18,2.571428571,0.6,3.285714286,1,5682.352941,16508.40829,272527544.1,888.596711,0.4878631803,47960.33385,0
17096df9-c584-4965-961e-4c7677a2c6da,2025-07-02 00:00:00.000',2939073496,2,1,"iPhone15,2",iOS/18.5,9,19,1.285714286,0.6333333333,1.030075188,0.4736842105,97220,123424.431,15233590165,8937.262718,0.1187631651,156691.9375,-0.3220391594
ab469655-adc8-4d9d-af00-973b38cf8209,2025-05-20 00:00:00.000',452274831,1,1,"iPhone16,1",iOS/17.6.1,3,29,0.4285714286,0.9666666667,-0.5566502463,0.1034482759,83470.71429,81257.21638,6602735214,182866.1538,-0.01343729563,79102.41659,1.478875244
7e0af069-1841-44da-8469-c285b3f2fae2,2025-03-21 00:00:00.000',456064118,1,2,Vivo V2201,Android/14,6,24,0.8571428571,0.8,0.07142857143,0.25,89904.375,101651.8394,10333096458,127507.309,0.06132645948,114934.3006,0.135989915
a2d1f914-fe46-4f39-b28e-d5a0ee53e553,2025-01-19 00:00:00.000',2937996612,1,1,OPPO CPH2477,Android/12,1,5,0.1428571429,0.1666666667,-0.1428571429,0.2,299895,361722.2416,"1,31E+11",-1,0.09344865543,436295.9706,-1
195e65be-0520-4ec3-85d7-f767401a4bbc,2025-05-01 00:00:00.000',454360696,1,1,OPPO CPH2069,Android/11,3,18,0.4285714286,0.6,-0.2857142857,0.1666666667,148646.6667,154269.5223,23799085506,232795.3846,0.01856241371,160105.0736,0.4410678942
1154d785-1a74-4bf6-b7ad-f38c90277ac1,2025-05-01 00:00:00.000',497566784,1,1,Honor_lly-lx1,Android/14,21,23,3,0.7666666667,2.913043478,0.9130434783,32072.72727,68686.45463,4717829049,53317.68739,0.3633785692,147097.8445,-0.1508554682
c4e9a554-7172-486d-80c8-332423715696,2025-07-09 00:00:00.000',2684693378,1,1,"iPhone12,1",iOS/16.1,3,10,0.4285714286,0.3333333333,0.2857142857,0.3,181433.3333,283893.6893,80595626800,63876.92308,0.2201899975,444216.205,-0.4920973541
d62eebca-bbac-43e6-8e49-52111017bbf6,2025-07-31 00:00:00.000',453308233,1,1,Xiaomi 23021RAAEG,Android/15,6,9,0.8571428571,0.3,1.857142857,0.6666666667,168878.8235,275754.4141,76040496874,25691.73391,0.2403679741,450266.6189,-0.288614867
b6051bce-574f-400b-a790-0d3489a4339f,2025-07-09 00:00:00.000',2096229005,1,1,Samsung_sm-s918b,Android/14,38,79,5.428571429,2.633333333,1.061482821,0.4810126582,31333.18681,54078.95473,2924533344,3070.266653,0.2663060251,93336.60702,-0.3204963154
69cc0490-5120-421c-b59c-25778e49ce77,2025-07-31 00:00:00.000',452139692,1,2,Samsung_sm-a315f,Android/12,4,23,0.5714285714,0.7666666667,-0.2546583851,0.1739130435,100603.2,160109.592,25635081456,1427.482014,0.2282450031,254813.7779,-0.6145990303
03b4c9be-3853-445c-a379-3326fdb3021c,2025-03-21 00:00:00.000',2937932020,1,1,OPPO CPH2477,Android/12,1,39,0.1428571429,1.03,-0.8901098901,0.02564102564,68275.38462,167458.2261,28042257483,-1,0.4207411967,410722.805,-1
50309cc1-596f-4441-acf4-7bf00edd6e23,2025-07-02 00:00:00.000',2685329878,1,1,Xiaomi Redmi Note 8 Pro,Android/11,7,40,1,1.333333333,-0.25,0.175,63547.14286,84590.8622,7155613967,30621.12292,0.1420548315,112603.2367,0.08325789524
c7e8aa53-884e-402b-8494-96f480c975a5,2025-05-20 00:00:00.000',454192001,2,2,"iPhone13,2",iOS/18.1.1,23,107,3.285714286,3.566666667,-0.07877169559,0.214953271,24286.90909,36594.65148,1339168517,58778.90988,0.2021587862,55139.52031,0.002295417407
50ed2cb9-b710-4cda-be81-4e467c1d8df9,2025-07-02 00:00:00.000',453005511,2,2,Xiaomi 25028RN03A,Android/15,17,58,2.428571429,1.933333333,0.2561576355,0.2931034483,45236.19048,57709.07301,3330337108,8429.933448,0.1211603343,73621.07801,-0.1959820161
c8ca917f-dd08-42b3-8df5-4fc0ed9aa734,2025-03-10 00:00:00.000',2934812537,2,2,"iPhone14,2",iOS/18.3,12,43,1.714285714,1.433333333,0.196013289,0.2790697674,53881.13208,100190.9032,10038217083,55364.82823,0.3005722034,186303.0099,-0.06545001096
4049d36b-31a2-4437-9198-63e51839e041,2025-08-14 00:00:00.000',455814236,1,1,Samsung_sm-s721b,Android/15,6,38,0.8571428571,1.266666667,-0.3233082707,0.1578947368,70644.61538,131213.2182,17216908620,79732.06371,0.3000557457,243711.5487,0.1508947413
45934f37-0b22-46ca-b41b-ee737790e4e7,2025-03-29 00:00:00.000',453195571,1,1,Vivo_v2332,Android/14,0,2,0,0.06666666667,-1,0,666900,-1,-1,-1,-1,-1,-1
890d0cc8-e11c-4430-9b07-d9b06101ae14,2025-08-14 00:00:00.000',2938143337,1,1,Samsung SM-A135F,Android/14,1,5,0.1428571429,0.1666666667,-0.1428571429,0.2,359085,154779.6915,23956752900,-1,-0.3975858079,66716.10594,-1
cc7ffcbb-5c7f-4d5c-8ff6-a98afc0fcc79,2025-08-14 00:00:00.000',2095314234,1,1,"iPhone16,1",iOS/18.5,2,9,0.2857142857,0.3,-0.04761904762,0.2222222222,250987.5,313938.2997,98557255993,47880,0.1114319787,392677.9461,-0.6469662995
8d37eee9-e046-4b45-bf52-129a8e2b4c88,2025-08-14 00:00:00.000',2112800905,1,1,Xiaomi_2312crad3c,Android/14,27,38,3.857142857,1.266666667,2.045112782,0.7105263158,68600,226340.4975,51230020800,629.9846963,0.5348214261,746793.3061,-0.2265035363
90ca5178-cb73-4264-bb7c-2979789c31c5,2025-03-10 00:00:00.000',453637809,1,1,Samsung_sm-a556e,Android/14,18,30,2.571428571,1,1.571428571,0.6,87033.75,144644.1134,20921919547,4216.685571,0.2486658094,240388.5797,-0.4941758822
f155af99-2d3f-48bc-89fb-963f4665913e,2025-03-10 00:00:00.000',498811236,1,1,Vivo V2237,Android/14,6,12,0.8571428571,0.4,1.142857143,0.5,215670,263417.4409,69388748182,56646.34061,0.09966331163,321735.7453,-0.7005686463
ea0f69c5-716e-483a-b1ae-76006f1c6522,2025-03-29 00:00:00.000',2684034681,2,4,Xiaomi 2201117TG,Android/11,12,65,1.714285714,2.166666667,-0.2087912088,0.1846153846,41362.05882,60847.97431,3702475978,2112.648994,0.1906458191,89513.82216,0.1556148808
e503c59f-bf94-4c35-86a7-2e2c0a56b689,2025-03-10 00:00:00.000',454360696,1,1,OPPO CPH2069,Android/11,4,16,0.5714285714,0.5333333333,0.07142857143,0.25,166260,231243.3872,53473504114,92460,0.1634788263,321625.7916,-0.4959276951
275a3db8-6910-437b-9fc3-0b7a3426fe5d,2025-03-29 00:00:00.000',2937762710,2,1,"iPhone16,1",iOS/18.3.2,20,103,2.857142857,3.433333333,-0.1678224688,0.1941747573,25356.21622,28547.26983,814946614.6,46989.27973,0.05919939221,32139.91424,0.2097940356
9f14bee1-24d1-4e52-85c9-1f6aa573d641,2025-03-29 00:00:00.000',456508483,1,1,"iPhone15,3",iOS/17.5.1,11,64,1.571428571,2.133333333,-0.2633928571,0.171875,39998.26087,40227.35808,1618240338,16385.64054,0.00285566149,40457.76749,-0.02436801511
7e310977-c4ea-47c1-989c-fc978d230c72,2025-03-29 00:00:00.000',2937827669,1,1,"iPhone14,5",iOS/16.0,1,19,0.1428571429,0.6333333333,-0.7744360902,0.05263157895,136234.2857,178318.3784,31797444086,-1,0.1337902918,233402.6557,-1
18dd04d4-e681-49db-a669-600e4aa02e7f,2025-08-14 00:00:00.000',2935588230,1,1,"iPhone16,1",iOS/18.5,22,39,3.142857143,1.03,1.417582418,0.5641025641,69071.70732,120083.2873,14419995880,62075.16068,0.2696813799,208768.4877,-0.3633453773
8766d214-b231-4ae7-b5be-b1cd5754a4b1,2025-08-14 00:00:00.000',2937759666,1,1,"iPhone14,5",iOS/18.5,9,18,1.285714286,0.6,1.142857143,0.5,65858.82353,39705.82984,1576552924,30424.14622,-0.2477438503,23938.37058,0.01961113705
